,airline,date_of_journey,source,destination,duration,total_stops,price,journey_month,journey_day,journey_day_name,dep_hour,dep_range
263,Air India,2019-05-21,Kolkata,Banglore,854,2,12303,5,21,4_Tuesday,5,1_Early Morning
264,Multiple carriers,2019-03-21,Delhi,Cochin,793,1,7695,3,21,6_Thursday,11,2_Morning
265,IndiGo,2019-06-24,Delhi,Cochin,854,1,5684,6,24,3_Monday,11,2_Morning
266,Air India,2019-06-12,Kolkata,Banglore,915,1,8366,6,12,5_Wednesday,16,3_Afternoon
267,Air India,2019-03-01,Chennai,Kolkata,122,0,19630,3,1,7_Friday,11,2_Morning
268,Jet Airways,2019-03-06,Banglore,New Delhi,15,1,13502,3,6,5_Wednesday,14,3_Afternoon
269,Jet Airways,2019-05-01,Kolkata,Banglore,732,1,14781,5,1,5_Wednesday,21,4_Evening
270,Multiple carriers,2019-06-12,Delhi,Cochin,9,1,6513,6,12,5_Wednesday,7,2_Morning
271,Air India,2019-06-01,Delhi,Cochin,732,1,9929,6,1,1_Saturday,7,2_Morning
272,Multiple carriers,2019-06-06,Delhi,Cochin,427,2,18275,6,6,6_Thursday,17,3_Afternoon
273,Air India,2019-04-09,Delhi,Cochin,1647,1,4487,4,9,4_Tuesday,6,2_Morning
274,SpiceJet,2019-06-12,Kolkata,Banglore,305,1,8224,6,12,5_Wednesday,15,3_Afternoon
275,Air India,2019-03-09,Delhi,Cochin,671,1,8991,3,9,1_Saturday,20,4_Evening
276,IndiGo,2019-06-24,Delhi,Cochin,183,0,5000,6,24,3_Monday,5,1_Early Morning
277,Jet Airways,2019-06-12,Kolkata,Banglore,1464,1,8529,6,12,5_Wednesday,18,4_Evening
278,Air India,2019-03-03,Delhi,Cochin,1647,1,14042,3,3,2_Sunday,6,2_Morning
279,Jet Airways,2019-05-24,Banglore,Delhi,122,0,4030,5,24,7_Friday,11,2_Morning
280,Jet Airways,2019-06-06,Kolkata,Banglore,1037,1,10844,6,6,6_Thursday,18,4_Evening
281,IndiGo,2019-05-06,Kolkata,Banglore,122,0,4804,5,6,3_Monday,21,4_Evening
282,Multiple carriers,2019-05-27,Delhi,Cochin,8,1,7308,5,27,3_Monday,17,3_Afternoon
283,IndiGo,2019-05-12,Banglore,Delhi,3,0,4823,5,12,2_Sunday,16,3_Afternoon
284,Jet Airways,2019-06-24,Delhi,Cochin,1647,1,10262,6,24,3_Monday,9,2_Morning
285,Jet Airways,2019-05-27,Delhi,Cochin,427,1,12898,5,27,3_Monday,20,4_Evening
286,Air India,2019-03-12,Banglore,New Delhi,1342,2,12778,3,12,4_Tuesday,17,3_Afternoon
287,IndiGo,2019-03-03,Delhi,Cochin,488,1,14871,3,3,2_Sunday,4,1_Early Morning
288,Air India,2019-03-21,Delhi,Cochin,1769,2,8708,3,21,6_Thursday,13,3_Afternoon
289,Jet Airways,2019-06-06,Kolkata,Banglore,1342,1,10844,6,6,6_Thursday,20,4_Evening
290,SpiceJet,2019-03-06,Mumbai,Hyderabad,61,0,4129,3,6,5_Wednesday,5,1_Early Morning
291,IndiGo,2019-05-18,Kolkata,Banglore,122,0,4804,5,18,1_Saturday,21,4_Evening
292,Jet Airways,2019-05-06,Banglore,Delhi,3,0,7229,5,6,3_Monday,8,2_Morning
293,Jet Airways,2019-03-21,Banglore,New Delhi,732,1,7832,3,21,6_Thursday,7,2_Morning
294,SpiceJet,2019-03-18,Chennai,Kolkata,122,0,3859,3,18,3_Monday,9,2_Morning
295,Multiple carriers,2019-06-06,Delhi,Cochin,671,1,9001,6,6,6_Thursday,7,2_Morning
296,Vistara,2019-05-09,Banglore,Delhi,122,0,4878,5,9,6_Thursday,17,3_Afternoon
297,Vistara,2019-06-27,Banglore,Delhi,122,0,4668,6,27,6_Thursday,7,2_Morning
298,Air Asia,2019-05-12,Kolkata,Banglore,122,0,5216,5,12,2_Sunday,10,2_Morning
299,Jet Airways,2019-06-06,Delhi,Cochin,1342,2,10368,6,6,6_Thursday,5,1_Early Morning
300,IndiGo,2019-03-09,Delhi,Cochin,854,2,8146,3,9,1_Saturday,6,2_Morning
301,Jet Airways,2019-03-27,Delhi,Cochin,915,1,12242,3,27,5_Wednesday,13,3_Afternoon
302,Jet Airways,2019-03-15,Banglore,New Delhi,427,1,9134,3,15,7_Friday,8,2_Morning
303,Air India,2019-06-06,Delhi,Cochin,1220,2,10939,6,6,6_Thursday,13,3_Afternoon
304,Air India,2019-06-06,Delhi,Cochin,1220,2,11753,6,6,6_Thursday,10,2_Morning
305,SpiceJet,2019-04-24,Kolkata,Banglore,122,0,4174,4,24,5_Wednesday,17,3_Afternoon
306,Jet Airways,2019-05-21,Kolkata,Banglore,1403,1,10844,5,21,4_Tuesday,20,4_Evening
307,Jet Airways,2019-06-03,Delhi,Cochin,27,1,14714,6,3,3_Monday,16,3_Afternoon
308,Jet Airways,2019-06-12,Kolkata,Banglore,305,1,9899,6,12,5_Wednesday,6,2_Morning
309,IndiGo,2019-03-03,Delhi,Cochin,671,1,14871,3,3,2_Sunday,9,2_Morning
310,IndiGo,2019-03-06,Chennai,Kolkata,122,0,7295,3,6,5_Wednesday,13,3_Afternoon
311,Air India,2019-06-06,Delhi,Cochin,1464,2,13465,6,6,6_Thursday,18,4_Evening
312,SpiceJet,2019-05-21,Chennai,Kolkata,122,0,3543,5,21,4_Tuesday,17,3_Afternoon
313,Multiple carriers,2019-06-27,Delhi,Cochin,366,1,7198,6,27,6_Thursday,19,4_Evening
314,Jet Airways,2019-06-01,Delhi,Cochin,1220,1,10262,6,1,1_Saturday,8,2_Morning
315,IndiGo,2019-03-15,Kolkata,Banglore,122,0,4148,3,15,7_Friday,15,3_Afternoon
316,Jet Airways,2019-06-27,Banglore,Delhi,122,0,8016,6,27,6_Thursday,15,3_Afternoon
317,Jet Airways,2019-06-09,Delhi,Cochin,305,1,10262,6,9,2_Sunday,22,4_Evening
318,SpiceJet,2019-06-15,Kolkata,Banglore,122,0,3841,6,15,1_Saturday,14,3_Afternoon
319,Jet Airways,2019-03-12,Banglore,New Delhi,854,1,11507,3,12,4_Tuesday,9,2_Morning
320,Jet Airways,2019-05-01,Kolkata,Banglore,732,1,14781,5,1,5_Wednesday,8,2_Morning
321,Jet Airways,2019-05-27,Delhi,Cochin,1525,1,16079,5,27,3_Monday,17,3_Afternoon
322,Jet Airways,2019-05-27,Delhi,Cochin,305,1,12898,5,27,3_Monday,22,4_Evening
323,Multiple carriers,2019-03-06,Delhi,Cochin,671,1,15353,3,6,5_Wednesday,7,2_Morning
324,IndiGo,2019-03-24,Banglore,New Delhi,122,0,7303,3,24,2_Sunday,18,4_Evening
325,SpiceJet,2019-03-24,Kolkata,Banglore,305,1,6197,3,24,2_Sunday,15,3_Afternoon
326,Air India,2019-06-09,Kolkata,Banglore,244,1,8996,6,9,2_Sunday,9,2_Morning
327,IndiGo,2019-03-21,Delhi,Cochin,8,1,6528,3,21,6_Thursday,14,3_Afternoon
328,GoAir,2019-04-09,Banglore,Delhi,122,0,4239,4,9,4_Tuesday,20,4_Evening
329,IndiGo,2019-03-12,Kolkata,Banglore,122,0,4148,3,12,4_Tuesday,20,4_Evening
330,SpiceJet,2019-05-24,Banglore,Delhi,122,0,3971,5,24,7_Friday,21,4_Evening
331,Air Asia,2019-05-06,Kolkata,Banglore,915,1,5192,5,6,3_Monday,7,2_Morning
332,Jet Airways,2019-04-09,Delhi,Cochin,1403,2,9483,4,9,4_Tuesday,13,3_Afternoon
333,Jet Airways,2019-06-03,Delhi,Cochin,427,2,18804,6,3,3_Monday,11,2_Morning
334,Air India,2019-06-18,Delhi,Cochin,122,0,5201,6,18,4_Tuesday,5,1_Early Morning
335,Jet Airways,2019-05-27,Delhi,Cochin,427,1,16079,5,27,3_Monday,11,2_Morning
336,Jet Airways,2019-06-15,Banglore,Delhi,3,0,7229,6,15,1_Saturday,19,4_Evening
337,Multiple carriers,2019-05-27,Delhi,Cochin,427,1,6795,5,27,3_Monday,17,3_Afternoon
338,Jet Airways,2019-05-09,Kolkata,Banglore,1525,1,10953,5,9,6_Thursday,9,2_Morning
339,Multiple carriers,2019-06-24,Delhi,Cochin,610,2,15965,6,24,3_Monday,15,3_Afternoon
340,Air India,2019-04-09,Delhi,Cochin,1830,2,9968,4,9,4_Tuesday,12,3_Afternoon
341,IndiGo,2019-06-06,Kolkata,Banglore,122,0,4804,6,6,6_Thursday,22,4_Evening
342,Jet Airways,2019-05-27,Delhi,Cochin,9,1,16079,5,27,3_Monday,10,2_Morning
343,Jet Airways,2019-06-12,Delhi,Cochin,915,2,11507,6,12,5_Wednesday,21,4_Evening
344,Air India,2019-06-09,Kolkata,Banglore,1708,2,11542,6,9,2_Sunday,9,2_Morning
345,Jet Airways,2019-04-24,Banglore,Delhi,3,0,7229,4,24,5_Wednesday,17,3_Afternoon
346,Jet Airways,2019-04-27,Banglore,Delhi,122,0,4544,4,27,1_Saturday,6,2_Morning
347,IndiGo,2019-05-15,Delhi,Cochin,244,1,6496,5,15,5_Wednesday,5,1_Early Morning
348,IndiGo,2019-06-15,Kolkata,Banglore,122,0,4804,6,15,1_Saturday,21,4_Evening
349,Air India,2019-03-01,Banglore,New Delhi,1342,1,13439,3,1,7_Friday,11,2_Morning
350,Jet Airways,2019-03-27,Delhi,Cochin,610,1,6540,3,27,5_Wednesday,18,4_Evening
351,IndiGo,2019-06-01,Banglore,Delhi,122,0,4591,6,1,1_Saturday,23,4_Evening
352,IndiGo,2019-03-18,Banglore,New Delhi,244,1,4437,3,18,3_Monday,16,3_Afternoon
353,Air Asia,2019-03-21,Delhi,Cochin,11,1,6151,3,21,6_Thursday,20,4_Evening
354,Jet Airways,2019-06-21,Banglore,Delhi,3,0,7754,6,21,7_Friday,17,3_Afternoon
355,Jet Airways,2019-06-24,Delhi,Cochin,1342,1,10262,6,24,3_Monday,14,3_Afternoon
356,Jet Airways,2019-06-09,Banglore,Delhi,183,0,8016,6,9,2_Sunday,18,4_Evening
357,SpiceJet,2019-03-24,Kolkata,Banglore,122,0,4781,3,24,2_Sunday,6,2_Morning
358,Vistara,2019-06-27,Banglore,Delhi,122,0,4668,6,27,6_Thursday,11,2_Morning
359,Air India,2019-03-06,Banglore,New Delhi,1281,1,14594,3,6,5_Wednesday,11,2_Morning
360,Jet Airways,2019-03-24,Kolkata,Banglore,671,1,14231,3,24,2_Sunday,16,3_Afternoon
361,Air India,2019-05-15,Delhi,Cochin,1525,1,8425,5,15,5_Wednesday,5,1_Early Morning
362,Multiple carriers,2019-06-12,Delhi,Cochin,915,1,9646,6,12,5_Wednesday,7,2_Morning
363,IndiGo,2019-03-03,Chennai,Kolkata,122,0,7295,3,3,2_Sunday,14,3_Afternoon
364,Air Asia,2019-04-09,Kolkata,Banglore,183,1,5162,4,9,4_Tuesday,6,2_Morning
365,IndiGo,2019-03-09,Banglore,New Delhi,122,0,6860,3,9,1_Saturday,18,4_Evening
366,Vistara,2019-04-15,Delhi,Cochin,183,0,6216,4,15,3_Monday,6,2_Morning
367,Air Asia,2019-05-24,Kolkata,Banglore,671,1,5192,5,24,7_Friday,7,2_Morning
368,IndiGo,2019-04-09,Banglore,Delhi,122,0,4823,4,9,4_Tuesday,20,4_Evening
369,SpiceJet,2019-04-03,Banglore,Delhi,122,0,3919,4,3,5_Wednesday,9,2_Morning
370,Multiple carriers,2019-05-09,Delhi,Cochin,671,1,9315,5,9,6_Thursday,7,2_Morning
371,Multiple carriers,2019-03-27,Delhi,Cochin,488,1,11667,3,27,5_Wednesday,10,2_Morning
372,Jet Airways,2019-06-12,Kolkata,Banglore,1220,1,6224,6,12,5_Wednesday,8,2_Morning
373,Air India,2019-03-24,Kolkata,Banglore,1220,2,13349,3,24,2_Sunday,9,2_Morning
374,Jet Airways,2019-03-18,Banglore,New Delhi,976,1,11087,3,18,3_Monday,16,3_Afternoon
375,Multiple carriers,2019-03-06,Delhi,Cochin,732,1,15603,3,6,5_Wednesday,13,3_Afternoon
376,Jet Airways,2019-05-09,Delhi,Cochin,1037,2,15129,5,9,6_Thursday,19,4_Evening
377,IndiGo,2019-04-09,Banglore,Delhi,3,0,4823,4,9,4_Tuesday,16,3_Afternoon
378,Vistara,2019-05-01,Kolkata,Banglore,915,1,8452,5,1,5_Wednesday,7,2_Morning
379,Multiple carriers,2019-06-06,Delhi,Cochin,671,1,12524,6,6,6_Thursday,7,2_Morning
380,SpiceJet,2019-03-27,Chennai,Kolkata,122,0,3384,3,27,5_Wednesday,17,3_Afternoon
381,Jet Airways,2019-06-01,Delhi,Cochin,1403,1,10262,6,1,1_Saturday,19,4_Evening
382,IndiGo,2019-05-18,Kolkata,Banglore,122,0,4804,5,18,1_Saturday,22,4_Evening
383,Jet Airways,2019-05-27,Delhi,Cochin,1464,1,16079,5,27,3_Monday,18,4_Evening
384,Jet Airways,2019-06-01,Delhi,Cochin,1281,2,13292,6,1,1_Saturday,21,4_Evening
385,Air Asia,2019-05-09,Delhi,Cochin,305,1,6751,5,9,6_Thursday,7,2_Morning
386,Air India,2019-05-15,Delhi,Cochin,732,1,8669,5,15,5_Wednesday,7,2_Morning
387,IndiGo,2019-03-03,Delhi,Cochin,488,1,14871,3,3,2_Sunday,17,3_Afternoon
388,Jet Airways,2019-05-21,Delhi,Cochin,5,1,12898,5,21,4_Tuesday,14,3_Afternoon
389,SpiceJet,2019-06-06,Banglore,Delhi,122,0,3919,6,6,6_Thursday,9,2_Morning
390,Multiple carriers,2019-03-01,Delhi,Cochin,366,1,36983,3,1,7_Friday,12,3_Afternoon
391,IndiGo,2019-06-03,Chennai,Kolkata,122,0,3597,6,3,3_Monday,19,4_Evening
392,Air India,2019-03-09,Banglore,New Delhi,122,0,10741,3,9,1_Saturday,17,3_Afternoon
393,Air India,2019-06-06,Kolkata,Banglore,732,2,11432,6,6,6_Thursday,16,3_Afternoon
394,Jet Airways,2019-03-12,Banglore,New Delhi,915,1,11087,3,12,4_Tuesday,18,4_Evening
395,Jet Airways,2019-06-03,Delhi,Cochin,27,2,13292,6,3,3_Monday,9,2_Morning
396,Air India,2019-06-15,Delhi,Cochin,1586,3,10493,6,15,1_Saturday,5,1_Early Morning
397,GoAir,2019-03-09,Banglore,New Delhi,122,0,7631,3,9,1_Saturday,7,2_Morning
398,Air India,2019-06-06,Delhi,Cochin,1464,2,13381,6,6,6_Thursday,6,2_Morning
399,Jet Airways,2019-06-06,Kolkata,Banglore,488,1,13731,6,6,6_Thursday,20,4_Evening
400,Air India,2019-05-21,Delhi,Cochin,1525,2,11911,5,21,4_Tuesday,5,1_Early Morning
401,IndiGo,2019-04-18,Banglore,Delhi,122,0,4591,4,18,6_Thursday,23,4_Evening
402,Multiple carriers,2019-06-03,Delhi,Cochin,366,1,14848,6,3,3_Monday,13,3_Afternoon
403,Multiple carriers,2019-06-12,Delhi,Cochin,610,1,8266,6,12,5_Wednesday,8,2_Morning
404,Air India,2019-05-18,Delhi,Cochin,26,2,12392,5,18,1_Saturday,17,3_Afternoon
405,Jet Airways,2019-06-12,Kolkata,Banglore,1037,1,13044,6,12,5_Wednesday,18,4_Evening
406,Jet Airways,2019-05-21,Delhi,Cochin,1281,1,12898,5,21,4_Tuesday,7,2_Morning
407,Jet Airways,2019-03-21,Delhi,Cochin,305,1,12242,3,21,6_Thursday,22,4_Evening
408,IndiGo,2019-05-18,Banglore,Delhi,122,0,3943,5,18,1_Saturday,10,2_Morning
409,Vistara,2019-03-24,Kolkata,Banglore,1525,1,11105,3,24,2_Sunday,20,4_Evening
410,Jet Airways,2019-05-12,Kolkata,Banglore,732,1,14388,5,12,2_Sunday,21,4_Evening
411,Jet Airways,2019-05-18,Delhi,Cochin,1037,2,13014,5,18,1_Saturday,19,4_Evening
412,Multiple carriers,2019-03-06,Delhi,Cochin,488,1,15411,3,6,5_Wednesday,10,2_Morning
413,Jet Airways,2019-03-09,Delhi,Cochin,1403,1,16289,3,9,1_Saturday,19,4_Evening
414,IndiGo,2019-05-15,Delhi,Cochin,549,1,6442,5,15,5_Wednesday,6,2_Morning
415,Jet Airways,2019-05-18,Kolkata,Banglore,427,1,10844,5,18,1_Saturday,8,2_Morning
416,Jet Airways,2019-05-18,Mumbai,Hyderabad,61,0,5678,5,18,1_Saturday,10,2_Morning
417,IndiGo,2019-04-12,Banglore,Delhi,122,0,6906,4,12,7_Friday,23,4_Evening
418,SpiceJet,2019-05-21,Chennai,Kolkata,122,0,3543,5,21,4_Tuesday,9,2_Morning
419,Jet Airways,2019-06-06,Delhi,Cochin,10,1,14714,6,6,6_Thursday,9,2_Morning
420,Vistara Premium economy,2019-03-03,Banglore,New Delhi,122,0,11793,3,3,2_Sunday,16,3_Afternoon
421,Multiple carriers,2019-05-15,Delhi,Cochin,427,1,14323,5,15,5_Wednesday,11,2_Morning
422,SpiceJet,2019-04-09,Banglore,Delhi,122,0,3971,4,9,4_Tuesday,21,4_Evening
423,Vistara,2019-05-06,Kolkata,Banglore,1586,1,8452,5,6,3_Monday,20,4_Evening
424,Vistara,2019-04-12,Banglore,Delhi,122,0,5403,4,12,7_Friday,7,2_Morning
425,Multiple carriers,2019-05-09,Delhi,Cochin,11,1,13727,5,9,6_Thursday,10,2_Morning
426,Air India,2019-04-01,Kolkata,Banglore,1159,2,12639,4,1,3_Monday,10,2_Morning
427,Jet Airways,2019-04-18,Banglore,Delhi,122,0,5198,4,18,6_Thursday,15,3_Afternoon
428,Vistara,2019-06-01,Banglore,Delhi,122,0,4878,6,1,1_Saturday,19,4_Evening
429,Jet Airways,2019-05-18,Delhi,Cochin,1403,1,12373,5,18,1_Saturday,19,4_Evening
430,Multiple carriers,2019-03-03,Delhi,Cochin,9,1,8552,3,3,2_Sunday,7,2_Morning
431,Vistara,2019-04-21,Delhi,Cochin,183,0,6741,4,21,2_Sunday,14,3_Afternoon
432,Multiple carriers,2019-04-09,Delhi,Cochin,366,1,6481,4,9,4_Tuesday,12,3_Afternoon
433,Multiple carriers,2019-06-06,Delhi,Cochin,488,1,7354,6,6,6_Thursday,10,2_Morning
434,Air India,2019-04-21,Banglore,Delhi,122,0,5228,4,21,2_Sunday,21,4_Evening
435,Jet Airways,2019-05-12,Kolkata,Banglore,732,1,10844,5,12,2_Sunday,8,2_Morning
436,IndiGo,2019-05-18,Delhi,Cochin,305,1,6347,5,18,1_Saturday,6,2_Morning
437,Air India,2019-03-15,Banglore,New Delhi,4,1,5013,3,15,7_Friday,8,2_Morning
438,Jet Airways,2019-06-09,Kolkata,Banglore,549,1,9663,6,9,2_Sunday,18,4_Evening
439,IndiGo,2019-04-06,Banglore,Delhi,122,0,4823,4,6,1_Saturday,18,4_Evening
440,Air India,2019-06-24,Delhi,Cochin,1586,2,13381,6,24,3_Monday,16,3_Afternoon
441,SpiceJet,2019-06-01,Chennai,Kolkata,122,0,3543,6,1,1_Saturday,9,2_Morning
442,Jet Airways,2019-05-15,Kolkata,Banglore,549,1,9663,5,15,5_Wednesday,18,4_Evening
443,Jet Airways,2019-04-01,Kolkata,Banglore,1464,1,7064,4,1,3_Monday,18,4_Evening
444,Jet Airways,2019-06-09,Delhi,Cochin,671,1,10262,6,9,2_Sunday,7,2_Morning
445,Air India,2019-06-01,Delhi,Cochin,488,2,13013,6,1,1_Saturday,10,2_Morning
446,Jet Airways,2019-06-27,Delhi,Cochin,1037,2,15339,6,27,6_Thursday,19,4_Evening
447,GoAir,2019-04-18,Banglore,Delhi,122,0,4937,4,18,6_Thursday,11,2_Morning
448,IndiGo,2019-06-06,Delhi,Cochin,427,1,6818,6,6,6_Thursday,5,1_Early Morning
449,Air India,2019-05-18,Delhi,Cochin,1281,2,10441,5,18,1_Saturday,22,4_Evening
450,Jet Airways,2019-04-03,Delhi,Cochin,5,1,5177,4,3,5_Wednesday,14,3_Afternoon
451,IndiGo,2019-06-27,Chennai,Kolkata,122,0,3858,6,27,6_Thursday,11,2_Morning
452,IndiGo,2019-05-18,Kolkata,Banglore,305,1,6534,5,18,1_Saturday,21,4_Evening
453,Multiple carriers,2019-06-15,Delhi,Cochin,915,1,6795,6,15,1_Saturday,10,2_Morning
454,Multiple carriers,2019-06-03,Delhi,Cochin,671,1,9736,6,3,3_Monday,7,2_Morning
455,Jet Airways,2019-05-01,Banglore,Delhi,3,0,7229,5,1,5_Wednesday,19,4_Evening
456,SpiceJet,2019-04-24,Delhi,Cochin,244,1,4957,4,24,5_Wednesday,17,3_Afternoon
457,IndiGo,2019-03-09,Banglore,New Delhi,122,0,7648,3,9,1_Saturday,6,2_Morning
458,SpiceJet,2019-06-15,Kolkata,Banglore,122,0,3873,6,15,1_Saturday,14,3_Afternoon
459,Jet Airways,2019-05-12,Kolkata,Banglore,549,1,14388,5,12,2_Sunday,18,4_Evening
460,IndiGo,2019-03-06,Kolkata,Banglore,122,0,5618,3,6,5_Wednesday,17,3_Afternoon
461,Multiple carriers,2019-06-09,Delhi,Cochin,366,1,7408,6,9,2_Sunday,19,4_Evening
462,Air Asia,2019-03-03,Delhi,Cochin,305,1,13774,3,3,2_Sunday,16,3_Afternoon
463,Vistara,2019-05-03,Banglore,Delhi,122,0,4668,5,3,7_Friday,7,2_Morning
464,Jet Airways,2019-03-21,Delhi,Cochin,2074,2,13082,3,21,6_Thursday,18,4_Evening
465,Air India,2019-06-03,Delhi,Cochin,915,1,8669,6,3,3_Monday,3,1_Early Morning
466,IndiGo,2019-06-24,Delhi,Cochin,549,1,6316,6,24,3_Monday,16,3_Afternoon
467,Jet Airways,2019-03-06,Delhi,Cochin,366,1,12583,3,6,5_Wednesday,22,4_Evening
468,Vistara,2019-03-09,Banglore,New Delhi,122,0,7923,3,9,1_Saturday,16,3_Afternoon
469,GoAir,2019-03-03,Delhi,Cochin,305,1,7378,3,3,2_Sunday,7,2_Morning
470,Vistara,2019-06-03,Banglore,Delhi,122,0,4878,6,3,3_Monday,19,4_Evening
471,Jet Airways,2019-05-18,Kolkata,Banglore,1647,1,10844,5,18,1_Saturday,16,3_Afternoon
472,Jet Airways,2019-04-03,Banglore,Delhi,3,0,7229,4,3,5_Wednesday,8,2_Morning
473,SpiceJet,2019-05-21,Delhi,Cochin,305,1,6297,5,21,4_Tuesday,6,2_Morning
474,Jet Airways,2019-06-12,Kolkata,Banglore,16,1,8529,6,12,5_Wednesday,20,4_Evening
475,Multiple carriers,2019-05-18,Delhi,Cochin,7,1,13727,5,18,1_Saturday,14,3_Afternoon
476,SpiceJet,2019-05-24,Kolkata,Banglore,488,1,6643,5,24,7_Friday,8,2_Morning
477,Multiple carriers,2019-05-09,Delhi,Cochin,9,1,10197,5,9,6_Thursday,10,2_Morning
478,SpiceJet,2019-04-21,Kolkata,Banglore,122,0,4911,4,21,2_Sunday,22,4_Evening
479,IndiGo,2019-03-06,Chennai,Kolkata,122,0,6482,3,6,5_Wednesday,5,1_Early Morning
480,Jet Airways,2019-03-01,Banglore,New Delhi,366,1,26890,3,1,7_Friday,8,2_Morning
481,IndiGo,2019-05-18,Kolkata,Banglore,244,1,3717,5,18,1_Saturday,19,4_Evening
482,IndiGo,2019-06-01,Chennai,Kolkata,122,0,3597,6,1,1_Saturday,13,3_Afternoon
483,Air India,2019-03-18,Banglore,New Delhi,671,2,10846,3,18,3_Monday,11,2_Morning
484,Air India,2019-03-01,Banglore,New Delhi,976,1,14069,3,1,7_Friday,5,1_Early Morning
485,Jet Airways,2019-04-01,Delhi,Cochin,793,1,5177,4,1,3_Monday,22,4_Evening
486,Air India,2019-03-06,Delhi,Cochin,1525,2,14641,3,6,5_Wednesday,5,1_Early Morning
487,IndiGo,2019-06-06,Delhi,Cochin,793,1,6442,6,6,6_Thursday,8,2_Morning
488,Air India,2019-03-21,Delhi,Cochin,305,1,5704,3,21,6_Thursday,17,3_Afternoon
489,Jet Airways,2019-05-06,Kolkata,Banglore,1159,1,9663,5,6,3_Monday,14,3_Afternoon
490,Jet Airways,2019-06-06,Delhi,Cochin,427,1,14714,6,6,6_Thursday,20,4_Evening
491,Jet Airways,2019-04-01,Delhi,Cochin,9,1,5406,4,1,3_Monday,10,2_Morning
492,Vistara,2019-05-15,Kolkata,Banglore,24,1,8610,5,15,5_Wednesday,20,4_Evening
493,Jet Airways,2019-06-12,Delhi,Cochin,1098,2,14237,6,12,5_Wednesday,18,4_Evening
494,IndiGo,2019-06-09,Banglore,Delhi,122,0,4823,6,9,2_Sunday,7,2_Morning
495,Jet Airways,2019-05-18,Delhi,Cochin,1281,1,12373,5,18,1_Saturday,7,2_Morning
496,Air India,2019-06-06,Delhi,Cochin,366,1,8372,6,6,6_Thursday,13,3_Afternoon
497,Jet Airways,2019-03-03,Delhi,Cochin,854,1,17024,3,3,2_Sunday,13,3_Afternoon
498,Air India,2019-05-27,Mumbai,Hyderabad,61,0,3100,5,27,3_Monday,21,4_Evening
499,Jet Airways,2019-03-09,Delhi,Cochin,732,1,14053,3,9,1_Saturday,6,2_Morning
500,IndiGo,2019-05-09,Chennai,Kolkata,122,0,3540,5,9,6_Thursday,5,1_Early Morning
501,Vistara,2019-05-21,Kolkata,Banglore,1342,1,9345,5,21,4_Tuesday,20,4_Evening
502,Jet Airways,2019-06-01,Delhi,Cochin,1342,2,10368,6,1,1_Saturday,5,1_Early Morning
503,Jet Airways,2019-03-01,Banglore,New Delhi,305,1,26890,3,1,7_Friday,7,2_Morning
504,SpiceJet,2019-03-09,Mumbai,Hyderabad,61,0,5755,3,9,1_Saturday,8,2_Morning
505,Jet Airways,2019-03-21,Banglore,New Delhi,427,1,7832,3,21,6_Thursday,8,2_Morning
506,Jet Airways,2019-05-06,Kolkata,Banglore,732,1,14388,5,6,3_Monday,8,2_Morning
507,Air India,2019-06-27,Delhi,Cochin,1220,2,8839,6,27,6_Thursday,13,3_Afternoon
508,Air India,2019-03-03,Delhi,Cochin,1281,2,22096,3,3,2_Sunday,22,4_Evening
509,Vistara,2019-05-27,Chennai,Kolkata,122,0,3687,5,27,3_Monday,7,2_Morning
510,Multiple carriers,2019-05-15,Delhi,Cochin,610,1,9627,5,15,5_Wednesday,8,2_Morning
511,Multiple carriers,2019-03-21,Delhi,Cochin,854,1,13542,3,21,6_Thursday,11,2_Morning
512,IndiGo,2019-04-27,Banglore,Delhi,122,0,4423,4,27,1_Saturday,4,1_Early Morning
513,IndiGo,2019-03-03,Delhi,Cochin,976,2,8899,3,3,2_Sunday,4,1_Early Morning
514,SpiceJet,2019-04-21,Delhi,Cochin,305,1,5583,4,21,2_Sunday,6,2_Morning
515,Air Asia,2019-05-27,Delhi,Cochin,793,1,6752,5,27,3_Monday,16,3_Afternoon
516,SpiceJet,2019-05-21,Chennai,Kolkata,122,0,3543,5,21,4_Tuesday,8,2_Morning
517,Jet Airways,2019-03-21,Banglore,New Delhi,427,1,7832,3,21,6_Thursday,8,2_Morning
518,Air India,2019-05-01,Kolkata,Banglore,1647,2,10991,5,1,5_Wednesday,5,1_Early Morning
519,Jet Airways,2019-05-27,Delhi,Cochin,1647,1,12898,5,27,3_Monday,9,2_Morning
520,Jet Airways,2019-05-27,Delhi,Cochin,5,1,12898,5,27,3_Monday,14,3_Afternoon
521,GoAir,2019-05-24,Banglore,Delhi,122,0,3398,5,24,7_Friday,11,2_Morning
522,Air India,2019-04-24,Delhi,Cochin,122,0,5201,4,24,5_Wednesday,5,1_Early Morning
523,Air India,2019-05-06,Kolkata,Banglore,915,2,13873,5,6,3_Monday,10,2_Morning
524,Air India,2019-06-15,Delhi,Cochin,305,1,7384,6,15,1_Saturday,17,3_Afternoon
525,Jet Airways,2019-06-06,Delhi,Cochin,610,1,10262,6,6,6_Thursday,18,4_Evening
526,Jet Airways,2019-03-24,Kolkata,Banglore,1647,1,10031,3,24,2_Sunday,8,2_Morning
527,Jet Airways,2019-05-06,Kolkata,Banglore,549,1,12384,5,6,3_Monday,9,2_Morning
